"filename", "language", "PHP", "Shell Script", "Batch", "JSON", "Markdown", "YAML", "CSS", "XML", "JavaScript", "HTML", "comment", "blank", "total"
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Style.php", "PHP", 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 65, 542
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Surface\CPdf.php", "PHP", 3888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1609, 922, 6419
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfaceCpdf.php", "PHP", 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 105, 496
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfaceInterface.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 34, 91
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfacePDFLib.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 87, 431
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\AbstractTag.php", "PHP", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 41, 237
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Anchor.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 15
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Circle.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 37
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\ClipPath.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 34
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Ellipse.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 43
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Group.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 34
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Image.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 69
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Line.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 44
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\LinearGradient.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 84
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Path.php", "PHP", 472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 74, 577
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Polygon.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 43
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Polyline.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 41
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\RadialGradient.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Rect.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 51
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Shape.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 63
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Stop.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\StyleTag.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 28
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\Text.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 73
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\phenx\php-svg-lib\src\Svg\Tag\UseTag.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 103
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 81, 242
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\README.md", "Markdown", 0, 0, 0, 0, 546, 0, 0, 0, 0, 0, 0, 87, 633
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\composer.json", "JSON", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 1, 70
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\AtRuleBlockList.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 84
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\CSSBlockList.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 144
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\CSSList.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 28, 480
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\Document.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 14, 173
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\CSSList\KeyFrame.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 15, 105
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Comment\Comment.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 72
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Comment\Commentable.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 26
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\OutputFormat.php", "PHP", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 40, 335
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\OutputFormatter.php", "PHP", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 23, 232
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parser.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 8, 61
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\OutputException.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 19
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\ParserState.php", "PHP", 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 40, 517
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\SourceException.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 33
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\UnexpectedEOFException.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 13
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Parsing\UnexpectedTokenException.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 52
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\AtRule.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 35
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\CSSNamespace.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 20, 155
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\Charset.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 130
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\Import.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 18, 138
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\KeyframeSelector.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 24
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Property\Selector.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 13, 139
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Renderable.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 22
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\AtRuleSet.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 74
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\DeclarationBlock.php", "PHP", 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 27, 832
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\RuleSet\RuleSet.php", "PHP", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 24, 327
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Rule\Rule.php", "PHP", 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 34, 393
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Settings.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 11, 90
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\CSSFunction.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 74
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\CSSString.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 106
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\CalcFunction.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 90
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\CalcRuleValueList.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 25
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\Color.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 16, 167
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\LineName.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 66
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\PrimitiveValue.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 15
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\RuleValueList.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 16
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\Size.php", "PHP", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 25, 210
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\URL.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 83
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\Value.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 13, 199
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\dompdf\vendor\sabberworm\php-css-parser\src\Value\ValueList.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 13, 101
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\bindings\tcpdf\qrcode.php", "PHP", 1688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 976, 212, 2876
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\index.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 23, 94
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\phpqrcode.php", "PHP", 2160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495, 658, 3313
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrbitstream.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 35, 181
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrconfig.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 17
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrconst.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 54
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrencode.php", "PHP", 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 96, 503
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrimage.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 95
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrinput.php", "PHP", 515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 151, 729
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrlib.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 44
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrmask.php", "PHP", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 58, 329
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrrscode.php", "PHP", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 35, 210
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrspec.php", "PHP", 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 90, 592
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrsplit.php", "PHP", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 50, 311
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\qrtools.php", "PHP", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 32, 172
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\tools\merge.bat", "Batch", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\tools\merge.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 70
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\tools\merge.sh", "Shell Script", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\tools\merged_config.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 17
"c:\Users\Juan\Documents\2ºDAW\Servidor\ProyectoConciertos\phpqrcode\tools\merged_header.php", "PHP", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 36
"Total", "-", 51315, 1, 2, 1836, 1686, 35, 394, 8, 0, 17, 22208, 11634, 89136
